v, 1, 0.001927, 0x557d036090
v, 2, 0.000781, 0x557d036090
v, 3, 0.000365, 0x557d036090
v, 4, 0.000364, 0x557d035eb0
v, 5, 0.001198, 0x557d0370c0
v, 6, 0.000834, 0x557d037170
v, 7, 0.000937, 0x557d037300
v, 8, 0.000833, 0x557d037690
v, 9, 0.021146, 0x557d037690
v, 10, 0.020157, 0x557d037690
v, 11, 0.019427, 0x557d037690
v, 12, 0.030573, 0x557d037690
v, 13, 0.046771, 0x557d037690
v, 14, 0.070000, 0x7faf5ff010
v, 15, 0.057813, 0x7faf5bf010
v, 16, 0.057760, 0x7faf537010
v, 17, 0.056980, 0x7faf417010
v, 18, 0.057500, 0x7faf1b7010
v, 19, 0.058125, 0x7faecb7010
v, 20, 0.057136, 0x7fae237010
v, 21, 0.059792, 0x7facc37010
v, 22, 0.057812, 0x7fa9e37010
v, 23, 0.059688, 0x7fa3e37010
v, 24, 0.060260, 0x7f97637010
v, 25, 0.073229, 0x7f7d637010
v, 26, fail
v, 27, fail
v, 28, fail
v, 29, fail
