v, 1, 0.006198, 0x1bed1b8
v, 2, 0.001406, 0x1bed1b8
v, 3, 0.001667, 0x1bee1d0
v, 4, 0.001354, 0x1bee1f0
v, 5, 0.001302, 0x1bee238
v, 6, 0.001355, 0x1bee2e0
v, 7, 0.001771, 0x1bee468
v, 8, 0.001667, 0x1bee468
v, 9, 0.010365, 0x1bee468
v, 10, 0.010001, 0x1bee468
v, 11, 0.024845, 0x1bee468
v, 12, 0.060836, 0x1bee468
v, 13, 0.115683, 0x1bee468
v, 14, 0.440022, 0x76b55008
v, 15, 0.893899, 0x76b15008
v, 16, 2.267768, 0x76a8d008
v, 17, 4.554965, 0x7696d008
v, 18, 9.886062, 0x7670d008
v, 19, 20.885356, 0x7620d008
v, 20, 44.109578, 0x7578d008
v, 21, 93.119763, 0x7418d008
v, 22, 194.441182, 0x7138d008
v, 23, 406.433316, 0x6b38d008
v, 24, 843.119209, 0x5eb8d008
v, 25, 1770.860474, 0x44b8d008
v, 26, fail
v, 27, fail
v, 28, fail
v, 29, fail
