v, 1, 0.002084, 0x1bb41b8
v, 2, 0.001042, 0x1bb41b8
v, 3, 0.001667, 0x1bb51d0
v, 4, 0.001354, 0x1bb51f0
v, 5, 0.001146, 0x1bb5238
v, 6, 0.001198, 0x1bb52e0
v, 7, 0.001146, 0x1bb5468
v, 8, 0.001146, 0x1bb5468
v, 9, 0.009586, 0x1bb5468
v, 10, 0.007554, 0x1bb5468
v, 11, 0.007398, 0x1bb5468
v, 12, 0.007502, 0x1bb5468
v, 13, 0.007659, 0x1bb5468
v, 14, 0.044701, 0x76bb7008
v, 15, 0.029124, 0x76b77008
v, 16, 0.028915, 0x76aef008
v, 17, 0.032406, 0x769cf008
v, 18, 0.032562, 0x7676f008
v, 19, 0.031677, 0x7626f008
v, 20, 0.032458, 0x757ef008
v, 21, 0.032042, 0x741ef008
v, 22, 0.032459, 0x713ef008
v, 23, 0.032615, 0x6b3ef008
v, 24, 0.032406, 0x5ebef008
v, 25, 0.034595, 0x44bef008
v, 26, fail
v, 27, fail
v, 28, fail
v, 29, fail
