v, 1, 0.000084, 0x148f04080
v, 2, 0.000084, 0x148f04170
v, 3, 0.000042, 0x148f04180
v, 4, 0.000042, 0x148f040c0
v, 5, 0.000083, 0x148f04200
v, 6, 0.000000, 0x148f042a0
v, 7, 0.000042, 0x148f04420
v, 8, 0.000084, 0x14980c200
v, 9, 0.000000, 0x14980ca00
v, 10, 0.000041, 0x14980dc00
v, 11, 0.000041, 0x149810400
v, 12, 0.003833, 0x150008000
v, 13, 0.000042, 0x150018000
v, 14, 0.000042, 0x150038000
v, 15, 0.000042, 0x150070000
v, 16, 0.000000, 0x1500e8000
v, 17, 0.000000, 0x1501e8000
v, 18, 0.000083, 0x150408000
v, 19, 0.007542, 0x14a000000
v, 20, 0.000666, 0x14a984000
v, 21, 0.000584, 0x14bd84000
v, 22, 0.001417, 0x138e00000
v, 23, 0.001833, 0x128e00000
v, 24, 0.003083, 0x108e00000
v, 25, 0.017834, 0x280000000
v, 26, 0.001583, 0x2b2000000
v, 27, 0.004584, 0x31a000000
v, 28, 0.006750, 0x3f2000000
v, 29, 0.009958, 0x5b2000000
