l, 0, 0.004542, 0x14000120000
l, 1, 0.001041, 0x1400000c018
l, 2, 0.00325, 0x1400000c018
l, 3, 0.007208, 0x1400000c018
l, 4, 0.000625, 0x1400000c018
l, 5, 0.0012079999999999999, 0x1400000c018
l, 6, 0.002333, 0x1400000c018
l, 7, 0.009458, 0x1400000c018
l, 8, 0.006833, 0x1400000c018
l, 9, 0.001584, 0x1400000c018
l, 10, 0.00275, 0x1400000c018
l, 11, 0.0020829999999999998, 0x1400000c018
l, 12, 0.002583, 0x1400000c018
l, 13, 0.004417, 0x1400000c018
l, 14, 0.003166, 0x1400000c018
l, 15, 0.007083, 0x1400000c018
l, 16, 0.027125, 0x1400000c018
l, 17, 0.040625, 0x1400000c018
l, 18, 0.046959, 0x1400000c018
l, 19, 0.161917, 0x1400000c018
l, 20, 0.192917, 0x1400000c018
l, 21, 0.484166, 0x1400000c018
l, 22, 1.399417, 0x1400000c018
l, 23, 2.98675, 0x1400000c018
l, 24, 3.2181669999999998, 0x1400000c018
l, 25, 6.955083, 0x1400000c018
l, 26, 11.562833, 0x1400000c018
l, 27, 20.716708999999998, 0x1400000c018
l, 28, 34.333334, 0x1400000c018
l, 29, 62.62, 0x1400000c018
