v, 1, 0.008283, 0x5581b8
v, 2, 0.002032, 0x5591d0
v, 3, 0.001146, 0x5591e0
v, 4, 0.001093, 0x559200
v, 5, 0.001042, 0x559248
v, 6, 0.001094, 0x5592f0
v, 7, 0.001198, 0x559478
v, 8, 0.009168, 0x559800
v, 9, 0.007970, 0x55a008
v, 10, 0.007866, 0x55b210
v, 11, 0.007553, 0x55da18
v, 12, 0.007345, 0x563220
v, 13, 0.023179, 0x56f228
v, 14, 0.031982, 0x76b2d008
v, 15, 0.023805, 0x76ab4008
v, 16, 0.035212, 0x769b3008
v, 17, 0.025524, 0x76792008
v, 18, 0.025367, 0x76311008
v, 19, 0.025628, 0x75990008
v, 20, 0.025055, 0x7458f008
v, 21, 0.025419, 0x71b8e008
v, 22, 0.025836, 0x6c38d008
v, 23, 0.025419, 0x60b8c008
v, 24, 0.025316, 0x48b8b008
v, 25, 0.025940, 0x16b8a008
v, 26, fail
v, 27, fail
v, 28, fail
v, 29, fail
