m, 1, 0.004115, 0x2182e090
m, 2, 0.000417, 0x2182e090
m, 3, 0.000312, 0x2182e090
m, 4, 0.000313, 0x2182deb0
m, 5, 0.001094, 0x2182f0c0
m, 6, 0.000729, 0x2182f170
m, 7, 0.000677, 0x2182f300
m, 8, 0.000625, 0x2182f690
m, 9, 0.021510, 0x2182f690
m, 10, 0.019688, 0x2182f690
m, 11, 0.020208, 0x2182f690
m, 12, 0.019792, 0x2182f690
m, 13, 0.046719, 0x2182f690
m, 14, 0.053854, 0x7f82800010
m, 15, 0.058282, 0x7f827c0010
m, 16, 0.058073, 0x7f82738010
m, 17, 0.058333, 0x7f82618010
m, 18, 0.057240, 0x7f823b8010
m, 19, 0.057395, 0x7f81eb8010
m, 20, 0.057709, 0x7f81438010
m, 21, 0.070313, 0x7f7fe38010
m, 22, 0.073750, 0x7f7d038010
m, 23, 0.072135, 0x7f77038010
m, 24, 0.071771, 0x7f6a838010
m, 25, 0.071979, 0x7f50838010
m, 26, 0.067448, (nil)
m, 27, 0.064323, (nil)
m, 28, 0.073646, (nil)
m, 29, 0.063021, (nil)
