l, 0, 0.0044789999999999995, 0xd10010
l, 1, 0.022812, 0xc0c030
l, 2, 0.024947, 0xc0c030
l, 3, 0.038541, 0xc0c030
l, 4, 0.029738999999999998, 0xc0c030
l, 5, 0.023489, 0xc0c030
l, 6, 0.025259999999999998, 0xc0c030
l, 7, 0.11244399999999999, 0xc0c030
l, 8, 0.069008, 0xc0c030
l, 9, 0.22655499999999998, 0xc0c030
l, 10, 0.043643999999999995, 0xc0c030
l, 11, 0.042759, 0xc0c030
l, 12, 0.079372, 0xc0c030
l, 13, 0.065467, 0xc0c030
l, 14, 0.05703, 0xc0c030
l, 15, 0.10947599999999999, 0xc0c030
l, 16, 0.291606, 0xc0c030
l, 17, 0.40113299999999996, 0xc0c030
l, 18, 0.626543, 0xc0c030
l, 19, 2.233729, 0xc0c030
l, 20, 1.8315029999999999, 0xc0c030
l, 21, 3.9749749999999997, 0xc0c030
l, 22, 8.899612, 0xc0c030
l, 23, 19.97504, 0xc0c030
l, 24, 33.296699, 0xd10010
l, 25, 70.067036, 0xd10010
l, 26, 133.68292499999998, 0xd10010
l, 27, 274.9179, 0xd10010
l, 28, 534.151578, 0xd10010
l, 29, 230.405253, 0xd10010
