v, 1, 0.000000, 0x15b605f70
v, 2, 0.000000, 0x15b605f10
v, 3, 0.001000, 0x15b606060
v, 4, 0.000000, 0x15b6060e0
v, 5, 0.000000, 0x15b605d50
v, 6, 0.000000, 0x15b606190
v, 7, 0.000000, 0x15b606310
v, 8, 0.000000, 0x15b80c800
v, 9, 0.000000, 0x15b80d000
v, 10, 0.000000, 0x15b80e200
v, 11, 0.000000, 0x15b810a00
v, 12, 0.000000, 0x150020000
v, 13, 0.000000, 0x150030000
v, 14, 0.000000, 0x150050000
v, 15, 0.000000, 0x150088000
v, 16, 0.000000, 0x150100000
v, 17, 0.000000, 0x150200000
v, 18, 0.000000, 0x150420000
v, 19, 0.004000, 0x14b600000
v, 20, 0.001000, 0x14bf84000
v, 21, 0.001000, 0x14d384000
v, 22, 0.000000, 0x15c000000
v, 23, 0.001000, 0x13b600000
v, 24, 0.003000, 0x11b600000
v, 25, 0.019000, 0x280000000
v, 26, 0.005000, 0x2b2000000
v, 27, 0.003000, 0x31a000000
v, 28, 0.005000, 0x3f2000000
v, 29, 0.011000, 0x5b2000000
