v, 1, 0.005729, 0x559c823090
v, 2, 0.000572, 0x559c823090
v, 3, 0.000468, 0x559c823090
v, 4, 0.000416, 0x559c822eb0
v, 5, 0.001406, 0x559c8240c0
v, 6, 0.000937, 0x559c824170
v, 7, 0.001093, 0x559c824300
v, 8, 0.002396, 0x559c824690
v, 9, 0.063541, 0x559c824690
v, 10, 0.030105, 0x559c824690
v, 11, 0.080001, 0x559c824690
v, 12, 0.203281, 0x559c824690
v, 13, 0.527084, 0x559c824690
v, 14, 1.325419, 0x7f8002b010
v, 15, 2.865734, 0x7f7ffeb010
v, 16, 6.432563, 0x7f7ff63010
v, 17, 12.828667, 0x7f7fe43010
v, 18, 26.475826, 0x7f7fbe3010
v, 19, 55.097645, 0x7f7f6e3010
v, 20, 114.824933, 0x7f7ec63010
v, 21, 236.476230, 0x7f7d663010
v, 22, 496.830418, 0x7f7a863010
v, 23, 1043.246179, 0x7f74863010
v, 24, 2174.223026, 0x7f68063010
v, 25, 4588.435205, 0x7f4e063010
v, 26, fail
v, 27, fail
v, 28, fail
v, 29, fail
