v, 1, 0.000083, 0x14f6060e0
v, 2, 0.000042, 0x14f6060e0
v, 3, 0.000042, 0x14f605fc0
v, 4, 0.000041, 0x14f605d70
v, 5, 0.000042, 0x14f605db0
v, 6, 0.000042, 0x14f6060f0
v, 7, 0.000042, 0x14f606270
v, 8, 0.000041, 0x14f80c800
v, 9, 0.000041, 0x14f80d000
v, 10, 0.000000, 0x14f80e200
v, 11, 0.000041, 0x14f810a00
v, 12, 0.003583, 0x150008000
v, 13, 0.000042, 0x150018000
v, 14, 0.000000, 0x150038000
v, 15, 0.000041, 0x150070000
v, 16, 0.000042, 0x1500e8000
v, 17, 0.000041, 0x1501e8000
v, 18, 0.000042, 0x150408000
v, 19, 0.002250, 0x158000000
v, 20, 0.000459, 0x158980000
v, 21, 0.000417, 0x159d80000
v, 22, 0.001208, 0x13f600000
v, 23, 0.001542, 0x12f600000
v, 24, 0.001834, 0x11f600000
v, 25, 0.003958, 0x1013b8000
v, 26, 0.022500, 0x280000000
v, 27, 0.001875, 0x280000000
v, 28, 0.003417, 0x280000000
v, 29, 0.006916, 0x280000000
