v, 1, 0.008699, 0x1d1d1b8
v, 2, 0.002136, 0x1d1e1d0
v, 3, 0.001146, 0x1d1e1e0
v, 4, 0.001042, 0x1d1e200
v, 5, 0.001041, 0x1d1e248
v, 6, 0.001042, 0x1d1e2f0
v, 7, 0.001094, 0x1d1e478
v, 8, 0.009636, 0x1d1e800
v, 9, 0.007658, 0x1d1f008
v, 10, 0.007449, 0x1d20210
v, 11, 0.007345, 0x1d22a18
v, 12, 0.007501, 0x1d28220
v, 13, 0.023701, 0x1d34228
v, 14, 0.036880, 0x76b8e008
v, 15, 0.023492, 0x76b15008
v, 16, 0.031723, 0x76a14008
v, 17, 0.025941, 0x767f3008
v, 18, 0.025315, 0x76372008
v, 19, 0.025367, 0x759f1008
v, 20, 0.025003, 0x745f0008
v, 21, 0.025628, 0x71bef008
v, 22, 0.025368, 0x6c3ee008
v, 23, 0.025628, 0x60bed008
v, 24, 0.025733, 0x48bec008
v, 25, 0.025837, 0x16beb008
v, 26, fail
v, 27, fail
v, 28, fail
v, 29, fail
