c, 1, 0.000000, 0x140e05f70
c, 2, 0.000000, 0x140e05f70
c, 3, 0.000000, 0x140e06060
c, 4, 0.000000, 0x140e05fc0
c, 5, 0.000000, 0x140e060e0
c, 6, 0.000000, 0x140e06190
c, 7, 0.001000, 0x140e06310
c, 8, 0.001000, 0x14100c800
c, 9, 0.000000, 0x14100d000
c, 10, 0.001000, 0x14100e200
c, 11, 0.002000, 0x141010a00
c, 12, 0.005000, 0x148020000
c, 13, 0.009000, 0x148030000
c, 14, 0.016000, 0x148050000
c, 15, 0.039000, 0x148088000
c, 16, 0.079000, 0x148100000
c, 17, 0.177000, 0x148200000
c, 18, 0.364000, 0x148420000
c, 19, 0.005000, 0x141800000
c, 20, 0.001000, 0x142180000
c, 21, 0.001000, 0x143580000
c, 22, 0.002000, 0x130e00000
c, 23, 0.002000, 0x120e00000
c, 24, 0.002000, 0x110e00000
c, 25, 0.024000, 0x280000000
c, 26, 0.001000, 0x280000000
c, 27, 0.004000, 0x280000000
c, 28, 0.010000, 0x280000000
c, 29, 0.020000, 0x280000000
