m, 1, 0.005470, 0x119e1b8
m, 2, 0.000937, 0x119e1b8
m, 3, 0.001510, 0x119f1d0
m, 4, 0.001146, 0x119f1f0
m, 5, 0.001042, 0x119f238
m, 6, 0.001042, 0x119f2e0
m, 7, 0.001146, 0x119f468
m, 8, 0.001094, 0x119f468
m, 9, 0.009428, 0x119f468
m, 10, 0.007866, 0x119f468
m, 11, 0.007501, 0x119f468
m, 12, 0.007658, 0x119f468
m, 13, 0.007918, 0x119f468
m, 14, 0.046309, 0x76b6a008
m, 15, 0.026150, 0x76b2a008
m, 16, 0.025785, 0x76aa2008
m, 17, 0.030109, 0x76982008
m, 18, 0.029067, 0x76722008
m, 19, 0.029067, 0x76222008
m, 20, 0.029119, 0x757a2008
m, 21, 0.028442, 0x741a2008
m, 22, 0.033286, 0x713a2008
m, 23, 0.029953, 0x6b3a2008
m, 24, 0.030109, 0x5eba2008
m, 25, 0.046830, 0x44ba2008
m, 26, 0.117102, (nil)
m, 27, 0.000729, (nil)
m, 28, 0.000469, (nil)
m, 29, 0.000469, (nil)
