v, 1, 0.005000, 0x377aa090
v, 2, 0.000833, 0x377aa090
v, 3, 0.000573, 0x377aa090
v, 4, 0.000573, 0x377a9eb0
v, 5, 0.001406, 0x377ab0c0
v, 6, 0.001145, 0x377ab170
v, 7, 0.001302, 0x377ab300
v, 8, 0.002239, 0x377ab690
v, 9, 0.025104, 0x377ab690
v, 10, 0.028645, 0x377ab690
v, 11, 0.073281, 0x377ab690
v, 12, 0.182188, 0x377ab690
v, 13, 0.730210, 0x377ab690
v, 14, 1.375523, 0x7faadbf010
v, 15, 2.713546, 0x7faad7f010
v, 16, 5.669958, 0x7faacf7010
v, 17, 11.997833, 0x7faabd7010
v, 18, 25.285042, 0x7faa977010
v, 19, 53.330298, 0x7faa477010
v, 20, 114.449463, 0x7fa99f7010
v, 21, 242.201085, 0x7fa83f7010
v, 22, 498.257245, 0x7fa55f7010
v, 23, 1046.685460, 0x7f9f5f7010
v, 24, 2190.666448, 0x7f92df7010
v, 25, 4582.872245, 0x7f78df7010
v, 26, fail
v, 27, fail
v, 28, fail
v, 29, fail
