v, 1, 0.005416, 0x28677090
v, 2, 0.001510, 0x286780c0
v, 3, 0.000938, 0x286780e0
v, 4, 0.000417, 0x28676eb0
v, 5, 0.000938, 0x28678100
v, 6, 0.000730, 0x286781b0
v, 7, 0.000677, 0x28678340
v, 8, 0.000730, 0x286786d0
v, 9, 0.021979, 0x28678ee0
v, 10, 0.021666, 0x2867a0f0
v, 11, 0.019739, 0x2867c900
v, 12, 0.050833, 0x28682110
v, 13, 0.020156, 0x2868e120
v, 14, 0.100053, 0x7f94ffe010
v, 15, 0.046667, 0x7f94f85010
v, 16, 0.044844, 0x7f94e84010
v, 17, 0.056354, 0x7f94c63010
v, 18, 0.057344, 0x7f947e2010
v, 19, 0.060052, 0x7f93e61010
v, 20, 0.056198, 0x7f92a60010
v, 21, 0.070000, 0x7f9005f010
v, 22, 0.062292, 0x7f8a85e010
v, 23, 0.090625, 0x7f7f05d010
v, 24, 0.060365, 0x7f6705c010
v, 25, 0.071406, 0x7f3505b010
v, 26, fail
v, 27, fail
v, 28, fail
v, 29, fail
