c, 0, 0.004791, 0x200c040
c, 1, 0.02427, 0x200c040
c, 2, 0.023124, 0x200c040
c, 3, 0.08223699999999999, 0x200c040
c, 4, 0.136819, 0x200c040
c, 5, 0.031145, 0x200c040
c, 6, 0.023697, 0x200c040
c, 7, 0.058175, 0x200c040
c, 8, 0.065415, 0x200c040
c, 9, 0.059268999999999995, 0x200c040
c, 10, 0.037447, 0x200c040
c, 11, 0.065206, 0x200c040
c, 12, 0.04078, 0x200c040
c, 13, 0.13405899999999998, 0x200c040
c, 14, 0.051718, 0x200c040
c, 15, 0.156767, 0x200c040
c, 16, 0.176975, 0x200c040
c, 17, 0.263171, 0x200c040
c, 18, 0.5113409999999999, 0x200c040
c, 19, 1.382619, 0x200c040
c, 20, 2.423686, 0x200c040
c, 21, 4.015624, 0x200c040
c, 22, 9.017054, 0x200c040
c, 23, 21.112831, 0x200c040
c, 24, 33.700987999999995, 0x200c040
c, 25, 71.612023, 0x200c040
c, 26, 140.705154, 0x200c040
c, 27, 269.61015, 0x200c040
c, 28, 538.258138, 0x200c040
c, 29, 241.51045399999998, 0x200c040
