v, 1, 0.004636, 0x558d651090
v, 2, 0.000625, 0x558d651090
v, 3, 0.000469, 0x558d651090
v, 4, 0.000417, 0x558d650eb0
v, 5, 0.001198, 0x558d6520c0
v, 6, 0.000886, 0x558d652170
v, 7, 0.000989, 0x558d652300
v, 8, 0.001875, 0x558d652690
v, 9, 0.024167, 0x558d652690
v, 10, 0.028021, 0x558d652690
v, 11, 0.083489, 0x558d652690
v, 12, 0.182708, 0x558d652690
v, 13, 0.384636, 0x558d652690
v, 14, 1.256200, 0x7f93b3e010
v, 15, 2.677088, 0x7f93afe010
v, 16, 5.641103, 0x7f93a76010
v, 17, 11.909655, 0x7f93956010
v, 18, 25.187594, 0x7f936f6010
v, 19, 54.989520, 0x7f931f6010
v, 20, 116.272383, 0x7f92776010
v, 21, 238.002118, 0x7f91176010
v, 22, 496.340208, 0x7f8e376010
v, 23, 1057.155213, 0x7f88376010
v, 24, 2178.193292, 0x7f7bb76010
v, 25, 4571.867258, 0x7f61b76010
v, 26, fail
v, 27, fail
v, 28, fail
v, 29, fail
