m, 1, 0.000084, 0x1406060e0
m, 2, 0.000041, 0x1406060e0
m, 3, 0.000042, 0x140605fc0
m, 4, 0.000042, 0x140605d70
m, 5, 0.000042, 0x140605db0
m, 6, 0.000042, 0x1406060f0
m, 7, 0.000042, 0x140606270
m, 8, 0.000042, 0x14080c800
m, 9, 0.000000, 0x14080d000
m, 10, 0.000042, 0x14080e200
m, 11, 0.000041, 0x140810a00
m, 12, 0.003709, 0x148008000
m, 13, 0.000042, 0x148018000
m, 14, 0.000042, 0x148038000
m, 15, 0.000042, 0x148070000
m, 16, 0.000083, 0x1480e8000
m, 17, 0.000042, 0x1481e8000
m, 18, 0.000083, 0x148408000
m, 19, 0.002291, 0x141000000
m, 20, 0.000625, 0x141980000
m, 21, 0.000500, 0x142d80000
m, 22, 0.001583, 0x130600000
m, 23, 0.001792, 0x120600000
m, 24, 0.001708, 0x110600000
m, 25, 0.019417, 0x280000000
m, 26, 0.001500, 0x280000000
m, 27, 0.003208, 0x280000000
m, 28, 0.006125, 0x280000000
m, 29, 0.007792, 0x280000000
