v, 1, 0.008438, 0x1ec41b8
v, 2, 0.002084, 0x1ec51d0
v, 3, 0.001198, 0x1ec51e0
v, 4, 0.001251, 0x1ec5200
v, 5, 0.001198, 0x1ec5248
v, 6, 0.001407, 0x1ec52f0
v, 7, 0.001250, 0x1ec5478
v, 8, 0.009427, 0x1ec5800
v, 9, 0.007396, 0x1ec6008
v, 10, 0.007136, 0x1ec7210
v, 11, 0.007240, 0x1ec9a18
v, 12, 0.007136, 0x1ecf220
v, 13, 0.022553, 0x1edb228
v, 14, 0.094743, 0x76b96008
v, 15, 0.025157, 0x76b1d008
v, 16, 0.032137, 0x76a1c008
v, 17, 0.025991, 0x767fb008
v, 18, 0.025104, 0x7637a008
v, 19, 0.027448, 0x759f9008
v, 20, 0.027501, 0x745f8008
v, 21, 0.025261, 0x71bf7008
v, 22, 0.025261, 0x6c3f6008
v, 23, 0.039324, 0x60bf5008
v, 24, 0.035001, 0x48bf4008
v, 25, 0.029219, 0x16bf3008
v, 26, fail
v, 27, fail
v, 28, fail
v, 29, fail
