c, 1, 0.000208, 0x12e6060e0
c, 2, 0.000084, 0x12e6060e0
c, 3, 0.000125, 0x12e605fc0
c, 4, 0.000084, 0x12e605d70
c, 5, 0.000125, 0x12e605db0
c, 6, 0.000125, 0x12e6060f0
c, 7, 0.000083, 0x12e606270
c, 8, 0.005167, 0x12e80c800
c, 9, 0.000334, 0x12e80d000
c, 10, 0.005292, 0x12e80e200
c, 11, 0.005833, 0x12e810a00
c, 12, 0.018542, 0x130008000
c, 13, 0.033541, 0x130018000
c, 14, 0.061916, 0x130038000
c, 15, 0.130917, 0x130070000
c, 16, 0.301250, 0x1300e8000
c, 17, 0.785375, 0x1301e8000
c, 18, 0.037166, 0x120008000
c, 19, 0.013417, 0x11e600000
c, 20, 0.001875, 0x128000000
c, 21, 0.001792, 0x129400000
c, 22, 0.001916, 0x138000000
c, 23, 0.006709, 0x10e600000
c, 24, 0.007292, 0x10257c000
c, 25, 0.051834, 0x280000000
c, 26, 0.006292, 0x280000000
c, 27, 0.007208, 0x280000000
c, 28, 0.017583, 0x280000000
c, 29, 0.041250, 0x280000000
