v, 1, 0.000000, 0x138605f70
v, 2, 0.000000, 0x138605f70
v, 3, 0.000000, 0x138606060
v, 4, 0.000000, 0x138605fc0
v, 5, 0.000000, 0x1386060e0
v, 6, 0.000000, 0x138606190
v, 7, 0.000000, 0x138606310
v, 8, 0.000000, 0x13880c800
v, 9, 0.000000, 0x13880d000
v, 10, 0.000000, 0x13880e200
v, 11, 0.000000, 0x138810a00
v, 12, 0.000000, 0x140020000
v, 13, 0.000000, 0x140030000
v, 14, 0.000000, 0x140050000
v, 15, 0.000000, 0x140088000
v, 16, 0.000000, 0x140100000
v, 17, 0.000000, 0x140200000
v, 18, 0.000000, 0x140420000
v, 19, 0.003000, 0x139000000
v, 20, 0.000000, 0x139980000
v, 21, 0.000000, 0x13ad80000
v, 22, 0.001000, 0x128600000
v, 23, 0.002000, 0x118600000
v, 24, 0.002000, 0x108600000
v, 25, 0.018000, 0x280000000
v, 26, 0.002000, 0x280000000
v, 27, 0.003000, 0x280000000
v, 28, 0.006000, 0x280000000
v, 29, 0.011000, 0x280000000
