v, 1, 0.006668, 0x14da1b8
v, 2, 0.001614, 0x14da1b8
v, 3, 0.001823, 0x14db1d0
v, 4, 0.001407, 0x14db1f0
v, 5, 0.001355, 0x14db238
v, 6, 0.001562, 0x14db2e0
v, 7, 0.001771, 0x14db468
v, 8, 0.001823, 0x14db468
v, 9, 0.010574, 0x14db468
v, 10, 0.009793, 0x14db468
v, 11, 0.023336, 0x14db468
v, 12, 0.060997, 0x14db468
v, 13, 0.108658, 0x14db468
v, 14, 0.424267, 0x76b61008
v, 15, 0.863328, 0x76b21008
v, 16, 1.977414, 0x76a99008
v, 17, 4.574690, 0x76979008
v, 18, 9.656262, 0x76719008
v, 19, 20.539332, 0x76219008
v, 20, 43.763087, 0x75799008
v, 21, 92.045441, 0x74199008
v, 22, 192.650427, 0x71399008
v, 23, 402.388914, 0x6b399008
v, 24, 840.799740, 0x5eb99008
v, 25, 1754.981444, 0x44b99008
v, 26, fail
v, 27, fail
v, 28, fail
v, 29, fail
